web_scraper_order,web_scraper_start_url,container_chien,Nom,Prix,Adresse,Image_lien
"1771111055-202","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-5628715","Chiot Berger Malinois","150 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5628715_uploaded_image1_1763500388.jpg"
"1771111059-203","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5628892","Chiot Malinois","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5628892_uploaded_image1_1763507006.jpg"
"1771111062-204","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-retriever-5640905","Chiots Labradors Retriever","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5640905_uploaded_image1_1764096718.jpg"
"1771111066-205","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5644579","Chiot Bichon Maltais","100 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5644579_uploaded_image1_1764272051.jpg"
"1771111070-206","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/berger-malinois-charbonner-5649558","Berger malinois charbonner","250 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5649558_uploaded_image1_1764572984.jpg"
"1771111074-207","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5664078","Chiot Husky","350 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5729912_uploaded_image1_1768887074.jpg"
"1771111078-208","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5667947","Chiots labradors","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5672239_uploaded_image1_1765736340.jpg"
"1771111082-209","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-spizt-5671563","Chiots Spizt","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671563_uploaded_image1_1765674976.jpg"
"1771111085-210","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-husky-5671564","Chiots Husky","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671564_uploaded_image1_1765675272.jpg"
"1771111088-211","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-5671567","Chiots Rottweiler","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671567_uploaded_image1_1765675459.jpg"
"1771111092-212","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-dogue-argentin-5671568","Chiots Dogue Argentin","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671568_uploaded_image1_1765675623.jpg"
"1771111096-213","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5672239","Chiot Labrador","250 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5672239_uploaded_image1_1765736340.jpg"
"1771111100-214","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5690476","Chiot malinois","250 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5690476_uploaded_image1_1766764470.jpg"
"1771111103-215","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/berger-allemand-5697068","Berger Allemand","200 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5727097_uploaded_image1_1768728630.jpg"
"1771111107-216","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-5699953","Chiots malinois","280 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5699953_uploaded_image1_1767376903.jpg"
"1771111111-217","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-malinois-x-5701157","Chiots Berger Malinois X","200 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5701157_uploaded_image1_1767442861.jpg"
"1771111115-218","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/metisse-rock-belger-5707420","Métisse  rock belger","75 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5707420_uploaded_image1_1767744364.jpg"
"1771111118-219","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5708534","Chiot Husky","250 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5729912_uploaded_image1_1768887074.jpg"
"1771111123-220","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/berger-allemand-5711909","Berger Allemand","450 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5727097_uploaded_image1_1768728630.jpg"
"1771111128-221","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5713394","Chiot Bichon Maltais","150 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713394_uploaded_image1_1768013303.jpg"
"1771111131-222","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-5713555","Chiot","150 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5713555_uploaded_image1_1768035578.jpg"
"1771111135-223","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-husky-femelle-5715193","Chiot Husky femelle","350 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5729912_uploaded_image1_1768887074.jpg"
"1771111138-224","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5724820","Chiots Berger Allemand","180 CFA","Guediawaye, Sénégal","https://images.coinafrique.com/thumb_5724820_uploaded_image1_1768584135.jpg"
"1771111142-225","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/bichon-5727093","Bichon","200 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5727093_uploaded_image1_1768728563.jpg"
"1771111145-226","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/berger-allemand-5727097","Berger Allemand","250 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1771111190-227","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-5735305","Chiots","325 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5763030_uploaded_image1_1770431562.jpg"
"1771111194-228","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-samoyede-5735842","Chiots Samoyède","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5735842_uploaded_image1_1769103800.jpg"
"1771111198-229","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5735854","Chiots Berger Allemand","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5735854_uploaded_image1_1769103978.jpg"
"1771111202-230","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5751732","Chiots Berger Allemand","150 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5751732_uploaded_image1_1769889114.jpg"
"1771111206-231","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-5755635","Chiot Berger Malinois","250 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5763030_uploaded_image1_1770431562.jpg"
"1771111209-232","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-bouledogues-francais-5757166","Chiot Bouledogues français","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5757166_uploaded_image1_1770160169.jpg"
"1771111213-233","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-male-5763030","Chiot berger malinois male","250 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5763030_uploaded_image1_1770431562.jpg"
"1771111216-234","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chien-5769939","Chien","100 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5769939_uploaded_image1_1770828331.jpg"
